    streamer-sales-lelemiao-7b   ,       transformer      ,     60.9959     
    streamer-sales-lelemiao-7b   ,  LMDeploy (Turbomind)  ,147.9898
 streamer-sales-lelemiao-7b-4bit ,  LMDeploy (Turbomind)  ,306.6347
